entry_id,Publisher Name,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Status,Search Engine Bid,Clicks,Click Charges,Avg. Cost per Click,Impressions,Engine Click Thru %,Avg. Pos.,Trans. Conv. %,Total Cost/ Trans.,Amount,Total Cost,Total Volume of Bookings
mkt_3850,Google - US,venice flights,Broad,Geo Targeted San Francisco,San Francisco to Venice Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$2.23,$2.23,145,0.69%,1.89,0.00%,$0.00,$0.00,$2.23,0
mkt_3851,Google - US,rome airports,Broad,Geo Targeted Boston,Boston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,3,$8.11,$2.70,87,3.45%,1.19,0.00%,$0.00,$0.00,$8.11,0
mkt_3852,Google - US,flight to italy,Broad,Western Europe Destinations,Italy,uncategorized,Position 5-10 Bid Strategy,Unavailable,$0.00,417,$689.24,$1.65,"8,215",5.08%,4.86,0.24%,$689.24,$739.50,$689.24,1
mkt_3853,Google - US,air france ca,Broad,Air France Branded,Air France Website,uncategorized,,Live,$15.00,1,$1.55,$1.55,43,2.33%,1.00,0.00%,$0.00,$0.00,$1.55,0
mkt_3854,Google - Global,flights to nice,Broad,Air France Global Campaign,Nice,nice,Position 1- 3,Unavailable,$1.25,145,$209.05,$1.44,"4,864",2.98%,1.67,0.69%,$209.05,"$2,271.20",$209.05,1
mkt_3855,Google - US,paris fares,Broad,Geo Targeted Chicago,Chicago to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,3,$13.44,$4.48,47,6.38%,1.40,0.00%,$0.00,$0.00,$13.44,0
mkt_3856,MSN - Global,france holidays,Broad,Air France Brand & French Destinations,France,uncategorized,Position 2-5 Bid Strategy,Deactivated,$0.00,3,$6.50,$2.17,"2,078",0.14%,2.20,0.00%,$0.00,$0.00,$6.50,0
mkt_3857,Overture - Global,airline cheap france paris,Advanced,Unassigned,Unassigned,paris,,Sent,$8.75,2,$0.88,$0.44,161,1.24%,1.21,0.00%,$0.00,$0.00,$0.88,0
mkt_3858,Google - US,florence travel,Broad,Google_Yearlong 2006,Google|Florence,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,10,$57.89,$5.79,"3,055",0.33%,2.11,0.00%,$0.00,$0.00,$57.89,0
mkt_3859,Google - US,barcelona flights,Broad,Geo Targeted Los Angeles,Los Angeles to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,2,$7.48,$3.74,86,2.33%,1.93,0.00%,$0.00,$0.00,$7.48,0
mkt_386,Overture - US,cheap airfare to europe,Advanced,Unassigned,Unassigned,europe,Position 5-10 Bid Strategy,Paused,$0.88,268,$242.40,$0.90,"4,852",5.52%,1.81,0.00%,$0.00,$0.00,$242.40,0
mkt_3860,Google - US,turkey plane ticket,Broad,Western Europe Destinations,Turkey,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,4,$9.59,$2.40,7,57.14%,1.29,0.00%,$0.00,$0.00,$9.59,0
mkt_3861,Google - US,paris airport,Broad,Geo Targeted Seattle,Seattle to Paris Sale,uncategorized,Position 2-5 Bid Strategy,Paused,$5.00,6,$14.49,$2.41,310,1.94%,1.29,0.00%,$0.00,$0.00,$14.49,0
mkt_3862,Overture - Global,dubai travel,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,15,$9.98,$0.67,833,1.80%,1.35,0.00%,$0.00,$0.00,$9.98,0
mkt_3863,Yahoo - US,discount international flight,Advanced,Geo Targeted Chicago,Discount International Chicago,uncategorized,,Live,$6.25,1,$1.19,$1.19,25,4.00%,4.80,0.00%,$0.00,$0.00,$1.19,0
mkt_3864,Google - US,paris cheap flight,Broad,Geo Targeted Philadelphia,Philadelphia to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$1.88,$1.88,4,25.00%,3.00,0.00%,$0.00,$0.00,$1.88,0
mkt_3865,Google - US,paris airlines,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,11,$29.52,$2.68,219,5.02%,1.33,0.00%,$0.00,$0.00,$29.52,0
mkt_3866,Overture - US,cheap holidays europe,Standard,Unassigned,Unassigned,europe2,Position 5-10 Bid Strategy,Paused,$8.75,3,$3.35,$1.12,435,0.69%,4.36,0.00%,$0.00,$0.00,$3.35,0
mkt_3867,MSN - Global,france airline,Broad,Air France Brand & French Destinations,France,uncategorized,Position 1-4 Bid Strategy,Deactivated,$0.00,10,$13.23,$1.32,321,3.12%,1.51,0.00%,$0.00,$0.00,$13.23,0
mkt_3868,Overture - US,munich cheap ticket,Advanced,Unassigned,Unassigned,munich,Position 5-10 Bid Strategy,Paused,$0.51,8,$4.01,$0.50,"2,320",0.34%,2.72,0.00%,$0.00,$0.00,$4.01,0
mkt_3869,Google - US,cont:google_yearlong 2006::google|flights relaunch,N/A,Google_Yearlong 2006,Google|Flights Relaunch,uncategorized,,Unavailable,$7.50,28,$8.79,$0.31,"7,590",0.37%,2.68,0.00%,$0.00,$0.00,$8.79,0
mkt_387,Google - US,france airline,Broad,Geo Targeted DC,DC to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,3,$3.12,$1.04,61,4.92%,1.47,0.00%,$0.00,$0.00,$3.12,0
mkt_3870,Google - US,cheap international airfares,Broad,Geo Targeted Detroit,Cheap International Detroit,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,2,$10.71,$5.36,133,1.50%,2.88,0.00%,$0.00,$0.00,$10.71,0
mkt_3871,Google - Global,airfrance site,Broad,Air France Brand & French Destinations,Air France Website,uncategorized,,Unavailable,$5.00,2,$1.64,$0.82,12,16.67%,1.00,0.00%,$0.00,$0.00,$1.64,0
mkt_3872,Google - US,flight to athens greece,Broad,Western Europe Destinations,Greece,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$2.11,$2.11,8,12.50%,5.88,0.00%,$0.00,$0.00,$2.11,0
mkt_3873,Overture - Global,air france frequence plus,Standard,Unassigned,Unassigned,airfrance,Position 1-2 Target,Paused,$0.13,4,$0.50,$0.13,583,0.69%,1.02,0.00%,$0.00,$0.00,$0.50,0
mkt_3874,Google - US,cheap international ticket,Broad,Geo Targeted Detroit,Cheap International Detroit,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$3.86,$3.86,33,3.03%,2.36,0.00%,$0.00,$0.00,$3.86,0
mkt_3875,Overture - US,paris flight deal,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Paused,$0.31,8,$7.80,$0.98,84,9.52%,2.07,0.00%,$0.00,$0.00,$7.80,0
mkt_3876,Overture - Global,french airline ticket,Advanced,Unassigned,Unassigned,airline,,Paused,$8.75,5,$32.00,$6.40,"3,371",0.15%,1.42,0.00%,$0.00,$0.00,$32.00,0
mkt_3877,Google - US,spain airfare,Broad,Geo Targeted New York,New York to Spain Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$1.60,$1.60,10,10.00%,2.90,0.00%,$0.00,$0.00,$1.60,0
mkt_3878,Google - US,madrid airport,Broad,Western Europe Destinations,Madrid,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,15,$17.99,$1.20,"7,185",0.21%,2.73,0.00%,$0.00,$0.00,$17.99,0
mkt_3879,Google - US,valencia flights,Broad,Geo Targeted DC,DC to Valencia Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$0.90,$0.90,15,6.67%,1.00,0.00%,$0.00,$0.00,$0.90,0
mkt_388,Google - Global,lisbon flight,Broad,Air France Global Campaign,Lisbon,lisbon,Position 1- 3,Unavailable,$11.25,1,$1.48,$1.48,66,1.52%,1.00,0.00%,$0.00,$0.00,$1.48,0
mkt_3880,Yahoo - US,cheap international air ticket,Advanced,Geo Targeted Atlanta,Cheap International Atlanta,uncategorized,,Paused,$6.25,1,$1.16,$1.16,75,1.33%,4.76,0.00%,$0.00,$0.00,$1.16,0
mkt_3881,Google - US,paris airline tickets,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25,13,$32.26,$2.48,94,13.83%,1.96,0.00%,$0.00,$0.00,$32.26,0
mkt_3882,Overture - US,european flight,Advanced,Unassigned,Unassigned,discount,Position 1-4 Bid Strategy,Paused,$4.45,"1,220","$1,011.67",$0.83,"20,090",6.07%,1.73,0.25%,$337.22,"$2,538.95","$1,011.67",3
mkt_3883,Google - US,athens flights,Broad,Geo Targeted Boston,Boston to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$2.65,$2.65,84,1.19%,1.51,0.00%,$0.00,$0.00,$2.65,0
mkt_3884,Google - US,spain airline,Broad,Western Europe Destinations,Spain,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,14,$22.45,$1.60,509,2.75%,1.32,0.00%,$0.00,$0.00,$22.45,0
mkt_3885,Overture - Global,new york city paris air france,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,1,$0.19,$0.19,1,100.00%,0.00,0.00%,$0.00,$0.00,$0.19,0
mkt_3886,Google - US,india travel,Broad,Outside Western Europe,India,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,24,$80.55,$3.36,"1,148",2.09%,1.23,0.00%,$0.00,$0.00,$80.55,0
mkt_3887,Google - Global,flight to france,Broad,Air France Brand & French Destinations,France,uncategorized,,Paused,$5.00,146,$464.90,$3.18,"1,583",9.22%,2.11,0.68%,$464.90,$600.10,$464.90,1
mkt_3888,Yahoo - US,athens cheap flight,Advanced,Geo Targeted San Francisco,San Francisco to Athens Sale,uncategorized,,Live,$6.25,1,$3.93,$3.93,5,20.00%,1.20,0.00%,$0.00,$0.00,$3.93,0
mkt_3889,Overture - Global,romantic getaway vacation,Standard,Unassigned,Unassigned,romantic,,Unavailable,$7.50,131,$186.80,$1.43,"37,815",0.35%,1.61,0.00%,$0.00,$0.00,$186.80,0
mkt_389,Google - US,spain fares,Broad,Geo Targeted Detroit,Detroit to Spain Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$2.83,$2.83,1,100.00%,1.00,0.00%,$0.00,$0.00,$2.83,0
mkt_3890,Overture - Global,marseille airline ticket,Standard,Unassigned,Unassigned,marseille,Position 1-2 Target,Paused,$0.55,1,$0.58,$0.58,669,0.15%,1.91,0.00%,$0.00,$0.00,$0.58,0
mkt_3891,Google - US,airfrance to rome,Broad,Western Europe Destinations,Rome Branded,uncategorized,Position 5-10 Bid Strategy,Unavailable,$2.50,2,$1.46,$0.73,9,22.22%,1.00,0.00%,$0.00,$0.00,$1.46,0
mkt_3892,Google - US,paris cheap flights,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,49,$107.05,$2.18,305,16.07%,1.13,0.00%,$0.00,$0.00,$107.05,0
mkt_3893,Google - US,fly to england,Broad,Google_Yearlong 2006,Google|England,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,2,$2.11,$1.06,43,4.65%,2.12,0.00%,$0.00,$0.00,$2.11,0
mkt_3894,Overture - US,cheap flight to venice,Advanced,Unassigned,Unassigned,venice,Position 5-10 Bid Strategy,Unavailable,$0.68,15,$12.56,$0.84,633,2.37%,1.46,0.00%,$0.00,$0.00,$12.56,0
mkt_3895,Google - US,madrid cheap ticket,Broad,Western Europe Destinations,Madrid,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,4,$1.54,$0.38,53,7.55%,4.00,0.00%,$0.00,$0.00,$1.54,0
mkt_3896,Google - US,italy cheap flights,Broad,Geo Targeted DC,DC to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,3,$10.04,$3.35,8,37.50%,1.00,0.00%,$0.00,$0.00,$10.04,0
mkt_3897,Google - Global,nice airlines,Broad,Air France Global Campaign,Nice,nice,Position 1- 3,Unavailable,$2.50,23,$46.66,$2.03,"2,140",1.07%,1.93,0.00%,$0.00,$0.00,$46.66,0
mkt_3898,Google - US,flights to rome,Broad,Google_Yearlong 2006,Google|Rome,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,493,$793.52,$1.61,"6,514",7.57%,1.84,0.00%,$0.00,$0.00,$793.52,0
mkt_3899,Yahoo - US,international fare,Advanced,Geo Targeted Boston,International Boston,uncategorized,,Paused,$6.25,1,$4.19,$4.19,8,12.50%,2.00,0.00%,$0.00,$0.00,$4.19,0
mkt_390,Google - US,lyon cheap flights,Broad,French Destinations,Lyon,uncategorized,Position 2-5 Bid Strategy,Paused,$10.00,48,$98.93,$2.06,373,12.87%,1.07,0.00%,$0.00,$0.00,$98.93,0
mkt_3900,Google - US,venice flight,Broad,Western Europe Destinations,Venice,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,3,$5.49,$1.83,301,1.00%,3.00,0.00%,$0.00,$0.00,$5.49,0
mkt_3901,Google - US,france airports,Broad,Geo Targeted Chicago,Chicago to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,3,$1.26,$0.42,34,8.82%,1.07,0.00%,$0.00,$0.00,$1.26,0
mkt_3902,Yahoo - US,barcelona cheap airfare,Advanced,Geo Targeted Los Angeles,Los Angeles to Barcelona Sale,uncategorized,,Live,$6.25,1,$4.65,$4.65,1,100.00%,1.00,0.00%,$0.00,$0.00,$4.65,0
mkt_3903,Google - US,europe airfares,Broad,Western Europe Destinations,Europe,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,36,$58.45,$1.62,589,6.11%,1.63,0.00%,$0.00,$0.00,$58.45,0
mkt_3904,Google - US,madrid airports,Broad,Geo Targeted New York,New York to Madrid Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$3.40,$3.40,2,50.00%,1.00,0.00%,$0.00,$0.00,$3.40,0
mkt_3905,Google - US,flight to geneva,Broad,Google_Yearlong 2006,Google|Geneva,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,6,$10.50,$1.75,72,8.33%,1.55,0.00%,$0.00,$0.00,$10.50,0
mkt_3906,Yahoo - US,spain ticket,Advanced,Western Europe Destinations,Spain,uncategorized,,Live,$6.25,3,$6.99,$2.33,112,2.68%,1.17,0.00%,$0.00,$0.00,$6.99,0
mkt_3907,Overture - US,airline ticket cheap prices,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Paused,$0.33,41,$10.95,$0.27,"58,738",0.07%,1.04,0.00%,$0.00,$0.00,$10.95,0
mkt_3908,Google - US,italy plane tickets,Broad,Western Europe Destinations,Italy,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,3,$6.74,$2.25,31,9.68%,5.10,0.00%,$0.00,$0.00,$6.74,0
mkt_3909,Google - US,airfrance,Broad,Air France Branded,Air France Website,uncategorized,,Paused,$10.00,907,$235.11,$0.26,"4,352",20.84%,1.01,2.87%,$9.04,"$48,551.15",$235.11,26
mkt_391,Google - US,warsow flights,Broad,Google_Yearlong 2006,Google|warsaw,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$3.66,$3.66,27,3.70%,1.11,0.00%,$0.00,$0.00,$3.66,0
mkt_3910,Google - US,italy cheap flight,Broad,Western Europe Destinations,Italy,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,12,$17.89,$1.49,214,5.61%,3.71,0.00%,$0.00,$0.00,$17.89,0
mkt_3911,Google - US,paris cheap airlines,Broad,Geo Targeted Seattle,Seattle to Paris Sale,uncategorized,Position 2-5 Bid Strategy,Paused,$5.00,3,$8.59,$2.86,7,42.86%,1.29,0.00%,$0.00,$0.00,$8.59,0
mkt_3912,Yahoo - US,florence airport,Advanced,Western Europe Destinations,Florence,uncategorized,,Live,$6.25,2,$3.48,$1.74,184,1.09%,1.09,0.00%,$0.00,$0.00,$3.48,0
mkt_3914,Yahoo - US,international airplane ticket,Advanced,Geo Targeted Houston,International Houston,uncategorized,,Paused,$6.25,2,$2.23,$1.11,92,2.17%,5.16,0.00%,$0.00,$0.00,$2.23,0
mkt_3915,Overture - US,airplanetickets,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Paused,$0.13,5,$1.60,$0.32,480,1.04%,2.28,0.00%,$0.00,$0.00,$1.60,0
mkt_3917,Google - US,paris tickets,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,34,$124.61,$3.67,852,3.99%,1.35,0.00%,$0.00,$0.00,$124.61,0
mkt_3918,Google - US,fly to madrid,Broad,Google_Yearlong 2006,Google|Madrid,fly,Position 5-10 Bid Strategy,Paused,$6.25,13,$28.59,$2.20,166,7.83%,1.96,0.00%,$0.00,$0.00,$28.59,0
mkt_3919,Yahoo - US,cheap europe air ticket,Advanced,Geo Targeted Detroit,Cheap Europe Detroit,uncategorized,,Paused,$6.25,1,$0.83,$0.83,1,100.00%,1.00,0.00%,$0.00,$0.00,$0.83,0
mkt_392,Yahoo - US,rome cheap ticket,Advanced,Geo Targeted Los Angeles,Los Angeles to Rome Sale,uncategorized,,Live,$6.25,1,$1.01,$1.01,1,100.00%,1.00,0.00%,$0.00,$0.00,$1.01,0
mkt_3920,Google - US,cheap europe ticket,Broad,Geo Targeted Boston,Cheap Europe Boston,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$1.25,$1.25,6,16.67%,1.00,0.00%,$0.00,$0.00,$1.25,0
mkt_3921,Yahoo - US,europe airline ticket,Advanced,Geo Targeted Boston,Europe Boston,uncategorized,,Paused,$6.25,1,$2.04,$2.04,1,100.00%,1.00,0.00%,$0.00,$0.00,$2.04,0
mkt_3922,MSN - US,business flight,Broad,Business Class,Business Class - Generic,uncategorized,,Live,$0.00,1,$5.60,$5.60,124,0.81%,3.07,0.00%,$0.00,$0.00,$5.60,0
mkt_3923,Overture - US,athens airfare,Advanced,Unassigned,Unassigned,athens,Position 5-10 Bid Strategy,Paused,$0.83,10,$7.31,$0.73,255,3.92%,1.85,0.00%,$0.00,$0.00,$7.31,0
mkt_3924,Google - Global,dusseldorf flight,Broad,Air France Global Campaign,Dusseldorf,dusseldorf,Position 1- 3,Unavailable,$11.25,2,$6.43,$3.21,43,4.65%,1.00,0.00%,$0.00,$0.00,$6.43,0
mkt_3925,Yahoo - US,international airline ticket,Advanced,Geo Targeted Miami,International Miami,uncategorized,,Paused,$6.25,5,$15.95,$3.19,505,0.99%,4.65,0.00%,$0.00,$0.00,$15.95,0
mkt_3926,Yahoo - US,paris cheap plane ticket,Advanced,Geo Targeted Boston,Boston to Paris Sale,uncategorized,,Paused,$6.25,1,$4.49,$4.49,1,100.00%,3.00,0.00%,$0.00,$0.00,$4.49,0
mkt_3927,Google - Global,marseille flights,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unavailable,$1.25,17,$21.10,$1.24,994,1.71%,1.80,0.00%,$0.00,$0.00,$21.10,0
mkt_3929,Overture - US,airfare site travel web,Standard,Unassigned,Unassigned,airfaregeneral,Position 5-10 Bid Strategy,Paused,$0.13,1,$0.51,$0.51,118,0.85%,3.19,0.00%,$0.00,$0.00,$0.51,0
mkt_393,Google - US,paris airplane tickets,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25,2,$3.55,$1.78,7,28.57%,1.00,0.00%,$0.00,$0.00,$3.55,0
mkt_3930,Yahoo - US,spain travel,Advanced,Western Europe Destinations,Spain,uncategorized,,Live,$6.25,34,$155.40,$4.57,"2,014",1.69%,2.08,0.00%,$0.00,$0.00,$155.40,0
mkt_3931,MSN - Global,airfrance com,Broad,Air France Brand & French Destinations,Air France Website,uncategorized,Position 1-4 Bid Strategy,Deactivated,$0.00,"1,514",$629.45,$0.42,"4,976",30.43%,1.02,1.25%,$33.13,"$16,670.20",$629.45,19
mkt_3932,Google - Global,nice flight,Broad,Air France Brand & French Destinations,Nice,uncategorized,,Paused,$5.00,4,$3.51,$0.88,86,4.65%,1.05,0.00%,$0.00,$0.00,$3.51,0
mkt_3933,Google - US,european travel,Broad,Western Europe Destinations,Europe,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,49,$164.74,$3.36,"58,854",0.08%,2.15,0.00%,$0.00,$0.00,$164.74,0
mkt_3934,Google - US,madrid ticket,Broad,Western Europe Destinations,Madrid,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,7,$4.40,$0.63,312,2.24%,4.20,0.00%,$0.00,$0.00,$4.40,0
mkt_3935,Overture - Global,discount flight france,Advanced,Unassigned,Unassigned,flight,Position 1-2 Target,Paused,$0.51,5,$5.28,$1.06,388,1.29%,4.05,0.00%,$0.00,$0.00,$5.28,0
mkt_3936,MSN - US,france airport,Broad,Air France Brand & French Destinations,France,uncategorized,,Live,$0.00,3,$7.44,$2.48,519,0.58%,1.91,0.00%,$0.00,$0.00,$7.44,0
mkt_3937,Yahoo - US,business class,Advanced,Business Class,Business Class - Generic,uncategorized,,Live,$7.50,128,$575.01,$4.49,"12,390",1.03%,2.68,0.00%,$0.00,$0.00,$575.01,0
mkt_3938,Google - US,rome fare,Broad,Geo Targeted New York,New York to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$1.66,$1.66,7,14.29%,1.29,0.00%,$0.00,$0.00,$1.66,0
mkt_3939,Google - US,france air flight,Broad,Geo Targeted DC,DC to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,3,$2.35,$0.78,15,20.00%,1.00,0.00%,$0.00,$0.00,$2.35,0
mkt_394,Overture - US,travel vacation europe,Standard,Unassigned,Unassigned,europe2,Position 5-10 Bid Strategy,Paused,$8.75,4,$3.53,$0.88,"1,489",0.27%,1.37,0.00%,$0.00,$0.00,$3.53,0
mkt_3940,Google - US,flights to nuremberg,Broad,Google_Yearlong 2006,Google|Nuremberg,nuremberg,Position 5-10 Bid Strategy,Paused,$6.25,8,$24.79,$3.10,173,4.62%,1.31,0.00%,$0.00,$0.00,$24.79,0
mkt_3941,Yahoo - US,airfrance com,Advanced,Air France Branded,Air France Website,uncategorized,,Live,$7.50,109,$77.82,$0.71,"1,228",8.88%,1.29,0.00%,$0.00,$0.00,$77.82,0
mkt_3942,Google - US,spain tickets,Broad,Google_Yearlong 2006,Google|Spain,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,29,$95.99,$3.31,"2,316",1.25%,1.80,0.00%,$0.00,$0.00,$95.99,0
mkt_3943,MSN - Global,nice flights,Broad,Air France Brand & French Destinations,Nice,uncategorized,Position 1-4 Bid Strategy,Deactivated,$0.00,19,$28.45,$1.50,251,7.57%,1.58,0.00%,$0.00,$0.00,$28.45,0
mkt_3944,Overture - US,airfare flight,Standard,Unassigned,Unassigned,airfaregeneral,Position 5-10 Bid Strategy,Paused,$0.28,1,$0.61,$0.61,640,0.16%,3.63,0.00%,$0.00,$0.00,$0.61,0
mkt_3945,Google - Global,paris cheap tickets,Broad,Air France Global Campaign,Paris,paris,Position 1- 3,Unavailable,$5.00,207,$463.19,$2.24,"10,175",2.03%,3.27,1.45%,$154.40,"$3,958.45",$463.19,3
mkt_3946,Google - US,bordeaux flight,Broad,French Destinations,Bordeaux,uncategorized,Position 2-5 Bid Strategy,Paused,$10.00,11,$28.76,$2.61,184,5.98%,1.11,0.00%,$0.00,$0.00,$28.76,0
mkt_3947,Google - US,travel to bordeaux,Broad,French Destinations,Bordeaux,uncategorized,Position 2-5 Bid Strategy,Paused,$10.00,7,$27.74,$3.96,119,5.88%,1.53,0.00%,$0.00,$0.00,$27.74,0
mkt_3948,Overture - Global,flight ticket to paris,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Sent,$0.59,17,$9.60,$0.56,205,8.29%,2.06,0.00%,$0.00,$0.00,$9.60,0
mkt_3949,Yahoo - US,international airline ticket,Advanced,Geo Targeted DC,International DC,uncategorized,,Paused,$6.25,21,$68.76,$3.27,"3,210",0.65%,2.46,0.00%,$0.00,$0.00,$68.76,0
mkt_395,Overture - Global,new york city fare,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,1,$3.76,$3.76,3,33.33%,0.33,0.00%,$0.00,$0.00,$3.76,0
mkt_3950,Overture - Global,ticket to france,Advanced,Unassigned,Unassigned,france,Position 1-2 Target,Sent,$0.60,33,$26.52,$0.80,"3,608",0.91%,1.24,0.00%,$0.00,$0.00,$26.52,0
mkt_3951,Google - Global,fly to marseille,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unavailable,$1.25,2,$2.14,$1.07,45,4.44%,1.71,0.00%,$0.00,$0.00,$2.14,0
mkt_3952,Google - Global,trips to paris,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Unavailable,$5.00,175,$586.57,$3.35,"1,501",11.66%,2.41,0.00%,$0.00,$0.00,$586.57,0
mkt_3953,Yahoo - US,berlin travel,Advanced,Western Europe Destinations,Berlin,uncategorized,,Paused,$6.25,1,$2.70,$2.70,31,3.23%,1.06,0.00%,$0.00,$0.00,$2.70,0
mkt_3954,Yahoo - US,ny to greece,Advanced,Western Europe Destinations,Greece,uncategorized,,Live,$6.25,2,$1.18,$0.59,298,0.67%,1.06,0.00%,$0.00,$0.00,$1.18,0
mkt_3955,Google - US,europe ticket,Broad,Western Europe Destinations,Europe,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,26,$62.62,$2.41,865,3.01%,1.46,0.00%,$0.00,$0.00,$62.62,0
mkt_3957,Overture - Global,best airfare to paris,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Sent,$0.18,17,$8.86,$0.52,"10,203",0.17%,3.07,0.00%,$0.00,$0.00,$8.86,0
mkt_3958,Yahoo - US,flight to athens,Advanced,Western Europe Destinations,Athens,uncategorized,,Live,$6.25,5,$8.10,$1.62,"1,141",0.44%,1.00,0.00%,$0.00,$0.00,$8.10,0
mkt_3959,Yahoo - US,pisa flight,Advanced,Geo Targeted San Francisco,San Francisco to Pisa Sale,uncategorized,,Paused,$6.25,1,$0.68,$0.68,57,1.75%,1.00,0.00%,$0.00,$0.00,$0.68,0
mkt_396,Google - US,barcelona cheap airlines,Broad,Geo Targeted San Francisco,San Francisco to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$3.26,$3.26,2,50.00%,1.00,0.00%,$0.00,$0.00,$3.26,0
mkt_3960,Google - US,cheap international airfares,Broad,Geo Targeted Los Angeles,Cheap International Los Angeles,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,3,$12.70,$4.23,133,2.26%,3.21,0.00%,$0.00,$0.00,$12.70,0
mkt_3961,Google - US,italy cheap tickets,Broad,Geo Targeted San Francisco,San Francisco to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,2,$4.88,$2.44,120,1.67%,1.42,0.00%,$0.00,$0.00,$4.88,0
